hřeben,comb [kəʊm]
dovedný,proficient [prəˈfɪʃ.ənt]
interpunkce,punctuation [ˌpʌŋk.tʃuˈeɪ.ʃən]
Čištění,purification [ˌpjʊə.rɪ.fɪˈkeɪ.ʃən]
Výbor,purport [pəˈpɔːt]
rozvětvení,ramification [ˌræm.ɪ.fɪˈkeɪ.ʃən]
čitelný,readable [ˈriː.də.bəl]
Poškození,recourse [rɪˈkɔːs]
režim,regimen [ˈredʒ.ɪ.mən]
odnímatelné,removable [rɪˈmuː.və.bəl]
retrospekt,retrospect [ˈret.rə.spekt]
zátah,roundup [ˈrɑʊndˌʌp]
sekvenční,sequential [sɪˈkwen.ʃəl]
páchnoucí,smelly [ˈsmel.i]
specializace,specialization [ˌspeʃ.əl.aɪˈzeɪ.ʃən]
duchovně,spiritually [ˈspɪr.ɪ.tʃu.ə.li]
sporadický,sporadic [spəˈræd.ɪk]
papírnictví,stationery [ˈsteɪ.ʃən.ər.i]
Tending,tending [tend]
Truss,truss [trʌs]
hadice,tubing [ˈtʃuː.bɪŋ]
twat,twat [twæt]
nepřiměřené,undue [ʌnˈdʒuː]
odborář,unionist [ˈjuː.njə.nɪst]
nechráněný,unprotected [ˌʌn.prəˈtek.tɪd]
znepokojující,unsettling [ʌnˈset.əl.ɪŋ]
upscale,upscale [ˈʌp.skeɪl]
šílený,wacky [ˈwæk.i]
nositelné,wearable [ˈweə.rə.bəl]
trosky,wreckage [ˈrek.ɪdʒ]
neoblomný,adamant [ˈæd.ə.mənt]
přidělovat,allot [əˈlɒt]
amplituda,amplitude [ˈæm.plɪ.tʃuːd]
analog,analogue [ˈæn.ə.lɒɡ]
opatřit poznámkami,annotate [ˈæn.ə.teɪt]
archivační,archival [ˌɑːˈkaɪ.vəl]
vroucí,ardent [ˈɑː.dənt]
test,assay [əˈseɪ]
roztříděný,assorted [əˈsɔː.tɪd]
badminton,badminton [ˈbæd.mɪn.tən]
podloží,bedrock [ˈbed.rɒk]
směle,boldly [ˈbəʊld.li]
křehký,brittle [ˈbrɪt.əl]
levně,cheaply [ˈtʃiːp.li]
horolezec,climber [ˈklaɪ.mər]
dřevák,clog [klɒɡ]
soudržnost,cohesion [kəʊˈhiː.ʒən]
potrubí,conduit [ˈkɒn.dʒuː.ɪt]
omezení,constraint [kənˈstreɪnt]
vyvrcholit,culminate [ˈkʌl.mɪ.neɪt]
desetinný,decimal [ˈdes.ɪ.məl]
defenzivně,defensively [dɪˈfen.sɪv.li]
zaniklý,defunct [dɪˈfʌŋkt]
demonstrátor,demonstrator [ˈdem.ən.streɪ.tər]
šířit,diffuse [dɪˈfjuːz]
důstojný,dignified [ˈdɪɡ.nɪ.faɪd]
nesouhlas,disapproval [ˌdɪs.əˈpruː.vəl]
neposlušnost,disobedience [ˌdɪs.əˈbiː.di.əns]
snílek,dreamer [ˈdriː.mər]
emancipace,emancipation [iˌmæn.sɪˈpeɪ.ʃən]
entropie,entropy [ˈen.trə.pi]
ztělesnění,epitome [ɪˈpɪt.ə.mi]
vydání,extradition [ˌek.strəˈdɪʃ.ən]
zrak,eyesight [ˈaɪ.saɪt]
nálezce,finder [ˈfaɪn.dər]
rybí,fishy [ˈfɪʃ.i]
předloktí,forearm [ˈfɔː.rɑːm]
křehké,frail [freɪl]
roztřídit,fray [freɪ]
generační,generational [ˌdʒen.əˈreɪ.ʃən.əl]
zlatá rybka,goldfish [ˈɡəʊld.fɪʃ]
grizzly,grizzly [ˈɡrɪz.li]
groteskní,grotesque [ɡrəʊˈtesk]
halucinace,hallucination [həˌluː.sɪˈneɪ.ʃən]
Hrozný,horrid [ˈhɒr.ɪd]
nepraktický,impractical [ɪmˈpræk.tɪ.kəl]
zaměnitelné,interchangeable [ˌɪn.təˈtʃeɪn.dʒə.bəl]
nevratné,irreversible [ˌɪr.ɪˈvɜː.sə.bəl]
nezákonný,lawless [ˈlɔː.ləs]
legalizovat,legalize [ˈliː.ɡəl.aɪz]
Legging,legging [ˈdɒɡ.leɡ]
starosta,mayoral [ˈmeə.rəl]
směs,medley [ˈmed.li]
žoldák,mercenary [ˈmɜː.sən.ri]
objektivně,objectively [əbˈdʒek.tɪv.li]
Pap,pap [pæp]
postgraduální,postgraduate [ˌpəʊstˈɡrædʒ.u.ət]
Potíže,predicament [prɪˈdɪk.ə.mənt]
převládající,predominant [prɪˈdɒm.ɪ.nənt]
přísloví,proverb [ˈprɒv.ɜːb]
recitál,recital [rɪˈsaɪ.təl]
recitovat,recite [rɪˈsaɪt]
počítat,reckoning [ˈrek.ən.ɪŋ]
vzpomínka,recollection [ˌrek.əˈlek.ʃən]
Zdokonalit,refine [rɪˈfaɪn]
opakovat,reiterate [riˈɪt.ər.eɪt]
další prodej,resale [ˌriːˈseɪl]
znovudobytí,retake [ˌriːˈteɪk]
Rýn,rhine [ˌmɜːz.raɪnˈɪs.əl]
růžový,rosy [ˈrəʊ.zi]
prasknutí,rupture [ˈrʌp.tʃər]
skandální,scandalous [ˈskæn.dəl.əs]
bezpečně,securely [sɪˈkjʊə.li]
Shabby,shabby [ˈʃæb.i]
sinus,sinus [ˈsaɪ.nəs]
smyk,skid [skɪd]
útěcha,solace [ˈsɒl.ɪs]
výprask,spanking [ˈspæŋ.kɪŋ]
tříska,splinter [ˈsplɪn.tər]
zeman,squire [skwaɪər]
standout,standout [ˈstænd.aʊt]
Plavky,swimsuit [ˈswɪm.suːt]
symetrický,symmetrical [sɪˈmet.rɪ.kəl]
Tam,tam [tæm]
dráteník,tinker [ˈtɪŋ.kər]
topografie,topography [təˈpɒɡ.rə.fi]
nezamýšlený,unintended [ˌʌn.ɪnˈten.dɪd]
bez posádky,unmanned [ʌnˈmænd]
nevyřešený,unsolved [ˌʌnˈsɒlvd]
Vychytávání,uptake [ˈʌp.teɪk]
Vantage,vantage [ˈvɑːn.tɪdʒ]
rozmar,whim [wɪm]
horlivost,zeal [ziːl]
potratit,abort [əˈbɔːt]
oplývá,abound [əˈbaʊnd]
nepříznivě,adversely [ˈæd.vɜːs.li]
udivit,astonish [əˈstɒn.ɪʃ]
drzost,audacity [ɔːˈdæs.ə.ti]
bendžo,banjo [ˈbæn.dʒəʊ]
barbarský,barbaric [bɑːˈbær.ɪk]
buk,beech [biːtʃ]
Biz,biz [bɪz]
Blower,blower [ˈbləʊ.ər]
statečně,bravely [ˈbreɪv.li]
čárka,comma [ˈkɒm.ə]
kompetence,competency [ˈkɒm.pɪ.tən.si]
rozkrok,crotch [krɒtʃ]
ukřižovat,crucify [ˈkruː.sɪ.faɪ]
resortní,departmental [ˌdiː.pɑːtˈmen.təl]
sesadit,depose [dɪˈpəʊz]
dialýza,dialysis [daɪˈæl.ə.sɪs]
divizní,divisional [dɪˈvɪʒ.ən.əl]
dogma,dogma [ˈdɒɡ.mə]
prázdnota,emptiness [ˈemp.ti.nəs]
prapor,ensign [ˈen.sən]
vyvolat,evoke [ɪˈvəʊk]
věrně,faithfully [ˈfeɪθ.fəl.i]
kapradina,fern [fɜːn]
prst,fingertip [ˈfɪŋ.ɡə.tɪp]
palebná síla,firepower [ˈfaɪə.paʊər]
fixace,fixation [fɪkˈseɪ.ʃən]
Fret,fret [fret]
uspokojení,gratification [ˌɡræt.ɪ.fɪˈkeɪ.ʃən]
příšerný,gruesome [ˈɡruː.səm]
tvrdě,harshly [ˈhɑːʃ.li]
hydrát,hydrate [haɪˈdreɪt]
představitelné,imaginable [ɪˈmædʒ.ɪ.nə.bəl]
impuls,impetus [ˈɪm.pɪ.təs]
impulsivní,impulsive [ɪmˈpʌl.sɪv]
kadidlo,incense [ˈɪn.sens]
nelidský,inhuman [ɪnˈhjuː.mən]
faktura,invoice [ˈɪn.vɔɪs]
latentní,latent [ˈleɪ.tənt]
neomezený,limitless [ˈlɪm.ɪt.ləs]
gramotný,literate [ˈlɪt.ər.ət]
pokorný,lowly [ˈləʊ.li]
Lucid,lucid [ˈluː.sɪd]
milosrdný,merciful [ˈmɜː.sɪ.fəl]
trpasličí,midget [ˈmɪdʒ.ɪt]
porodní asistentka,midwife [ˈmɪd.waɪf]
dezinformace,misinformation [ˌmɪs.ɪn.fəˈmeɪ.ʃən]
mobilizace,mobilization [ˌməʊ.bɪ.laɪˈzeɪ.ʃən]
monolog,monologue [ˈmɒn.əl.ɒɡ]
hudebně,musically [ˈmjuː.zɪ.kəl.i]
vzpoura,mutiny [ˈmjuː.tɪ.ni]
večer,nighttime [ˈnaɪt.taɪm]
nelineární,nonlinear [ˌnɒnˈlɪn.i.ər]
normalizovat,normalize [ˈnɔː.mə.laɪz]
převážit,outweigh [ˌaʊtˈweɪ]
Parazitární,parasitic [ˌpær.əˈsɪt.ɪk]
petržel,parsley [ˈpɑː.sli]
kyvadlo,pendulum [ˈpen.dʒəl.əm]
Picket,picket [ˈpɪk.ɪt]
poignant,poignant [ˈpɔɪ.njənt]
obrna,polio [ˈpəʊ.li.əʊ]
Potence,potency [ˈpəʊ.tən.si]
nejisté,precarious [prɪˈkeə.ri.əs]
záminka,pretext [ˈpriː.tekst]
kuriózní,quaint [kweɪnt]
mýval,raccoon [rækˈuːn]
ujištění,reassurance [ˌriː.əˈʃɔː.rəns]
Přerozdělení,redistribution [ˌriː.dɪs.trɪˈbjuː.ʃən]
bohatě,richly [ˈrɪtʃ.li]
spořič,saver [ˈseɪ.vər]
secese,secession [sɪsˈeʃ.ən]
sektářský,sectarian [sekˈteə.ri.ən]
semenné,seminal [ˈsem.ɪ.nəl]
klidný,serene [səˈriːn]
loděnice,shipyard [ˈʃɪp.jɑːd]
oxid křemičitý,silica [ˈsɪl.ɪ.kə]
vřít,simmer [ˈsɪm.ər]
zádrhel,snag [snæɡ]
sofistikovanost,sophistication [səˌfɪs.tɪˈkeɪ.ʃən]
narovnat,straighten [ˈstreɪ.tən]
stříkačka,syringe [sɪˈrɪndʒ]
Tenké,thinly [ˈθɪn.li]
nádech,tint [tɪnt]
vozit,tote [təʊt]
příčný,transverse [trænzˈvɜːs]
Chvění se,tremble [ˈtrem.bəl]
Vylepšení,tweak [twiːk]
unisono,unison [ˈjuː.nɪ.sən]
nepřipravený,unprepared [ˌʌn.prɪˈpeəd]
neomezený,unrestricted [ˌʌn.rɪˈstrɪk.tɪd]
nevhodný,unsuitable [ʌnˈsuː.tə.bəl]
nemyslitelné,unthinkable [ʌnˈθɪŋ.kə.bəl]
Vzestup,uplift [ˈʌp.lɪft]
ctihodný,venerable [ˈven.ər.ə.bəl]
vizualizovat,visualize [ˈvɪʒ.u.əl.aɪz]
úzkost,angst [æŋst]
apatie,apathy [ˈæp.ə.θi]
řemeslník,artisan [ˈɑː.tɪ.zæn]
Sortiment,assortment [əˈsɔːt.mənt]
prokletí,bane [beɪn]
ptáček,birdie [ˈbɜː.di]
Bison,bison [ˈbaɪ.sən]
kovář,blacksmith [ˈblæk.smɪθ]
bordel,brothel [ˈbrɒθ.əl]
táborník,camper [ˈkæm.pər]
chrupavka,cartilage [ˈkɑː.təl.ɪdʒ]
rakev,casket [ˈkɑː.skɪt]
čistota,cleanliness [ˈklen.li.nəs]
koncert,concerto [kənˈtʃɜː.təʊ]
současně,concurrently [kənˈkʌr.ənt.li]
antikoncepce,contraception [ˌkɒn.trəˈsep.ʃən]
konvexní,convex [ˈkɒn.veks]
krčit se,crouch [kraʊtʃ]
vyvrcholení,culmination [ˌkʌl.mɪˈneɪ.ʃən]
Dank,dank [dæŋk]
rozklad,decomposition [ˌdiː.kɒm.pəˈzɪʃ.ən]
dehydrát,dehydrate [ˌdiː.haɪˈdreɪt]
újma,detriment [ˈdet.rɪ.mənt]
diskreční,discretionary [dɪˈskreʃ.ən.ər.i]
tristní,dismal [ˈdɪz.məl]
zděšení,dismay [dɪˈsmeɪ]
nesourodý,disparate [ˈdɪs.pər.ət]
šíření,dissemination [dɪˌsem.ɪˈneɪ.ʃən]
domácí,domestically [dəˈmes.tɪ.kəl.i]
volič,elector [iˈlek.tər]
elektrikář,electrician [ˌel.ɪkˈtrɪʃ.ən]
rovník,equator [ɪˈkweɪ.tər]
ústí,estuary [ˈes.tʃu.ə.ri]
leptat,etch [etʃ]
věčně,eternally [ɪˈtɜː.nəl.i]
ovce,ewe [juː]
spotřební daň,excise [ˈek.saɪz]
aspekt,facet [ˈfæs.ɪt]
výstřelek,fad [fæd]
energicky,forcefully [ˈfɔːs.fəl.i]
popředí,foreground [ˈfɔː.ɡraʊnd]
zamračený,frown [fraʊn]
ovocný,fruity [ˈfruː.ti]
zbožné,godly [ˈɡɒd.li]
slabina,groin [ɡrɔɪn]
střelný prach,gunpowder [ˈɡʌnˌpaʊ.dər]
spirála,helix [ˈhiː.lɪks]
sršeň,hornet [ˈhɔː.nɪt]
výt,howl [haʊl]
nevěra,infidelity [ˌɪn.fɪˈdel.ə.ti]
vynalézavá,inventive [ɪnˈven.tɪv]
inverze,inversion [ɪnˈvɜː.ʒən]
zručnost,knack [næk]
košer,kosher [ˈkəʊ.ʃər]
likvidace,liquidation [ˌlɪk.wəˈdeɪ.ʃən]
zeměpisná délka,longitude [ˈlɒŋ.ɡɪ.tʃuːd]
maestro,maestro [ˈmaɪ.strəʊ]
přemýšlet,meditate [ˈmed.ɪ.teɪt]
morbidní,morbid [ˈmɔː.bɪd]
násobení,multiplication [ˌmʌl.tɪ.plɪˈkeɪ.ʃən]
záhadně,mysteriously [mɪˈstɪə.ri.əs.li]
literatura faktu,nonfiction [ˌnɑːnˈfɪk.ʃən]
odstín,nuance [ˈnjuː.ɒns]
koule,orb [ɔːb]
orchestrální,orchestral [ɔːˈkes.trəl]
běžně,ordinarily [ˌɔː.dənˈer.ɪ.li]
pravoslaví,orthodoxy [ˈɔː.θə.dɒk.si]
výpadek,outage [ˈaʊ.tɪdʒ]
otcovský,paternal [pəˈtɜː.nəl]
peleta,pellet [ˈpel.ət]
pánev,pelvis [ˈpel.vɪs]
polarizace,polarization [ˌpəʊ.lə.raɪˈzeɪ.ʃən]
nočníček,potty [ˈpɒt.i]
zaujměte,preoccupy [ˌpriːˈɒk.jʊ.paɪ]
projektil,projectile [prəˈdʒek.taɪl]
louže,puddle [ˈpʌd.əl]
nábřeží,quay [kiː]
realista,realist [ˈrɪə.lɪst]
recepční,receptionist [rɪˈsep.ʃən.ɪst]
náborář,recruiter [rɪˈkruː.tər]
Obnovit,reload [ˌriːˈləʊd]
odměna,remuneration [rɪˌmjuː.nərˈeɪ.ʃən]
bohatství,richness [ˈrɪtʃ.nəs]
tajnůstkářský,secretive [ˈsiː.krə.tɪv]
hedvábný,silky [ˈsɪl.ki]
neštovice,smallpox [ˈsmɔːl.pɒks]
chrápání,snore [snɔːr]
sociologické,sociological [ˌsəʊ.si.əˈlɒdʒ.ɪ.kəl]
sorority,sorority [səˈrɒr.ə.ti]
němý,speechless [ˈspiːtʃ.ləs]
výtrus,spore [spɔːr]
želva,tortoise [ˈtɔː.təs]
tragicky,tragically [ˈtrædʒ.ɪ.kəl.i]
psací stroj,typewriter [ˈtaɪpˌraɪ.tər]
pochopitelně,understandably [ˌʌn.dəˈstæn.də.bli]
nesporný,undisputed [ˌʌn.dɪˈspjuː.tɪd]
neprofesionální,unprofessional [ˌʌn.prəˈfeʃ.ən.əl]
viscerální,visceral [ˈvɪs.ər.əl]
živě,vividly [ˈvɪv.ɪd.li]
kroutit,wiggle [ˈwɪɡ.əl]
agregace,aggregation [ˌæɡ.rɪˈɡeɪ.ʃən]
Alkalin,alkaline [ˈæl.kəl.aɪn]
protijed,antidote [ˈæn.ti.dəʊt]
anus,anus [ˈeɪ.nəs]
lukostřelba,archery [ˈɑː.tʃər.i]
arteriální,arterial [ɑːˈtɪə.ri.əl]
chřest,asparagus [əˈspær.ə.ɡəs]
potvrdit,attest [əˈtest]
přitažlivost,attractiveness [əˈtræk.tɪv.nəs]
sluchový,auditory [ˈɔː.dɪ.tər.i]
pomstít,avenge [əˈvendʒ]
averze,aversion [əˈvɜː.ʃən]
trapně,awkwardly [ˈɔː.kwəd.li]
balzám,balm [bɑːm]
dvouletý,biennial [baɪˈen.i.əl]
kostnatý,bony [ˈbəʊ.ni]
rozjasnit,brighten [ˈbraɪ.tən]
dumat,brood [bruːd]
neprůstřelný,bulletproof [ˈbʊl.ɪt.pruːf]
zastavení,cessation [sesˈeɪ.ʃən]
hráč kriketu,cricketer [ˈkrɪk.ɪ.tər]
háčkování,crochet [ˈkrəʊ.ʃeɪ]
cypřiš,cypress [ˈsaɪ.prəs]
Dal,dal [dɑːl]
Dandy,dandy [ˈdæn.di]
spolehlivý,dependable [dɪˈpen.də.bəl]
Emeritus,emeritus [ɪˈmer.ɪ.təs]
emigrace,emigration [ˌem.ɪˈɡreɪ.ʃən]
nadšeně,enthusiastically [ɪnˌθjuː.ziˈæs.tɪ.kəl.i]
vybagrovat,excavate [ˈek.skə.veɪt]
existující,extant [ekˈstænt]
sáh,fathom [ˈfæð.əm]
snoubenka,fiancee [fiˈɒn.seɪ]
fiktivní,fictitious [fɪkˈtɪʃ.əs]
z první ruky,firsthand [ˌfɜːstˈhænd]
honosně,flashy [ˈflæʃ.i]
Floppy,floppy [ˈflɒp.i]
fluorid,fluoride [ˈflɔː.raɪd]
Geologické,geologic [ˌdʒiː.əˈlɒdʒ.ɪk]
Heartland,heartland [ˈhɑːt.lænd]
ježek,hedgehog [ˈhedʒ.hɒɡ]
ohavný,heinous [ˈheɪ.nəs]
motyka,hoe [həʊ]
hypnóza,hypnosis [hɪpˈnəʊ.sɪs]
dokonalý,impeccable [ɪmˈpek.ə.bəl]
příchozí,inbound [ˈɪn.baʊnd]
nekonzistence,inconsistency [ˌɪn.kənˈsɪs.tən.si]
odvození,inference [ˈɪn.fər.əns]
infiltrovat,infiltrate [ˈɪn.fɪl.treɪt]
nafukovací,inflatable [ɪnˈfleɪ.tə.bəl]
inhalovat,inhale [ɪnˈheɪl]
instinktivně,instinctively [ɪnˈstɪŋk.tɪv.li]
propojení,interconnect [ˌɪn.tə.kəˈnekt]
intolerantní,intolerant [ɪnˈtɒl.ər.ənt]
medúza,jellyfish [ˈdʒel.i.fɪʃ]
džudo,judo [ˈdʒuː.dəʊ]
nářek,lament [ləˈment]
Nesprávné praktiky,malpractice [ˌmælˈpræk.tɪs]
manipulativní,manipulative [məˈnɪp.jə.lə.tɪv]
okrajově,marginally [ˈmɑː.dʒɪ.nəl.i]
mikrobiologie,microbiology [ˌmaɪ.krəʊ.baɪˈɒl.ə.dʒi]
modernost,modernity [mɒdˈɜː.nə.ti]
nektar,nectar [ˈnek.tər]
dusičnan,nitrate [ˈnaɪ.treɪt]
pastel,pastel [ˈpæs.təl]
výplata,payoff [ˈpeɪ.ɒf]
spáchat,perpetrate [ˈpɜː.pə.treɪt]
pesimistický,pessimistic [ˌpes.ɪˈmɪs.tɪk]
talíř,platter [ˈplæt.ər]
Prod,prod [prɒd]
zázrak,prodigy [ˈprɒd.ɪ.dʒi]
psychoterapie,psychotherapy [ˌsaɪ.kəʊˈθer.ə.pi]
vědátor,pundit [ˈpʌn.dɪt]
deka,quilt [kwɪlt]
Realitní kancelář,realtor [ˈrɪəl.tər]
Regency,regency [ˈriː.dʒən.si]
plaz,reptile [ˈrep.taɪl]
SAG,sag [sæɡ]
sauna,sauna [ˈsɔː.nə]
skrumáž,scrum [skrʌm]
sezónně,seasonally [ˈsiː.zən.əl.i]
pomalý,sluggish [ˈslʌɡ.ɪʃ]
slum,slum [slʌm]
drn,sod [sɒd]
jelen,stag [stæɡ]
dupat,stomp [stɒmp]
poslušný,submissive [səbˈmɪs.ɪv]
pododdíl,subsection [ˈsʌbˌsek.ʃən]
semiš,suede [sweɪd]
Léto,summertime [ˈsʌm.ə.taɪm]
tabloid,tabloid [ˈtæb.lɔɪd]
šedozelená,teal [tiːl]
Vrácení,throwback [ˈθrəʊ.bæk]
plachý,timid [ˈtɪm.ɪd]
pramínek,trickle [ˈtrɪk.əl]
soubor,troupe [truːp]
tvíd,tweed [twiːd]
ultimatum,ultimatum [ˌʌl.tɪˈmeɪ.təm]
Uncut,uncut [ʌŋˈkʌt]
nepřetržitý,uninterrupted [ʌnˌɪn.tərˈʌp.tɪd]
Yelp,yelp [jelp]
potvrzení,affirmation [ˌæf.əˈmeɪ.ʃən]
hromadit,amass [əˈmæs]
za kus,apiece [əˈpiːs]
uznalý,appreciative [əˈpriː.ʃə.tɪv]
obvaz,bandage [ˈbæn.dɪdʒ]
Bas,bas [bæs]
plíseň,blight [blaɪt]
prýmek,braid [breɪd]
větvení,branching [brɑːntʃ]
boule,bulge [bʌldʒ]
kabaret,cabaret [ˈkæb.ə.reɪ]
katétr,catheter [ˈkæθ.ə.tər]
centimetr,centimeter [ˈsen.t̬əˌmiː.t̬ɚ]
chemicky,chemically [ˈkem.ɪ.kəl.i]
kinematografie,cinematography [ˌsɪn.ə.məˈtɒɡ.rə.fi]
náhodou,coincidentally [kəʊˌɪn.sɪˈden.təl.i]
velitel,commandant [ˈkɒm.ən.dænt]
příznivé,conducive [kənˈdʒuː.sɪv]
svědomitý,conscientious [ˌkɒn.ʃiˈen.ʃəs]
konsensuální,consensual [ˌkɒnˈsen.sju.əl]
krystalický,crystalline [ˈkrɪs.təl.aɪn]
kyanid,cyanide [ˈsaɪə.naɪd]
podvod,deceit [dɪˈsiːt]
hanlivé,derogatory [dɪˈrɒɡ.ə.tər.i]
na východ,eastward [ˈiːst.wəd]
výšivka,embroidery [ɪmˈbrɔɪ.dər.i]
hádanka,enigma [ɪˈnɪɡ.mə]
euforie,euphoria [juːˈfɔː.ri.ə]
silné,forceful [ˈfɔːs.fəl]
silná stránka,forte [ˈfɔː.teɪ]
gibbon,gibbon [ˈɡɪb.ən]
travnatý,grassy [ˈɡrɑː.si]
zelenější,greener [ɡriːn]
věšák,hanger [ˈhæŋ.ər]
lem,hem [hem]
infiltrace,infiltration [ˌɪn.fɪlˈtreɪ.ʃən]
zákeřný,insidious [ɪnˈsɪd.i.əs]
důvěrně,intimately [ˈɪn.tɪ.mət.li]
žargon,jargon [ˈdʒɑː.ɡən]
kajak,kayak [ˈkaɪ.æk]
kilogram,kilogram [ˈkɪl.ə.ɡræm]
klečet,kneel [niːl]
únik,leakage [ˈliː.kɪdʒ]
osvobodit,liberate [ˈlɪb.ər.eɪt]
mezera,loophole [ˈluːp.həʊl]
světelný,luminous [ˈluː.mɪ.nəs]
podvýživa,malnutrition [ˌmæl.njuːˈtrɪʃ.ən]
matematik,mathematician [ˌmæθ.əm.əˈtɪʃ.ən]
majonéza,mayonnaise [ˌmeɪ.əˈneɪz]
melodický,melodic [məˈlɒd.ɪk]
pečlivé,meticulous [məˈtɪk.jə.ləs]
skromnost,modesty [ˈmɒd.ɪ.sti]
blízko,nigh [naɪ]
noční,nocturnal [nɒkˈtɜː.nəl]
tryska,nozzle [ˈnɒz.əl]
orgie,orgy [ˈɔː.dʒi]
Overlay,overlay [ˌəʊ.vəˈleɪ]
otcovství,paternity [pəˈtɜː.nə.ti]
patriarchální,patriarchal [ˌpeɪ.triˈɑː.kəl]
žalostný,pitiful [ˈpɪt.i.fəl]
Množství,plethora [ˈpleθ.ər.ə]
plutonium,plutonium [pluːˈtəʊ.ni.əm]
předpoklad,prerequisite [ˌpriːˈrek.wɪ.zɪt]
psychóza,psychosis [saɪˈkəʊ.sɪs]
vyčíslit,quantify [ˈkwɒn.tɪ.faɪ]
příděl,ration [ˈræʃ.ən]
Recon,recon [ˈriː.kɒn]
přepočítání,recount [rɪˈkaʊnt]
obdélník,rectangle [ˈrek.tæŋ.ɡəl]
opakující se,recurrent [rɪˈkʌr.ənt]
doplňte,refill [ˈriː.fɪl]
nábožensky,religiously [rɪˈlɪdʒ.əs.li]
Relive,relive [ˌriːˈlɪv]
potřebné,requisite [ˈrek.wɪ.zɪt]
zodpovědně,responsibly [rɪˈspɒn.sə.bli]
vzkřísit,resurrect [ˌrez.ərˈekt]
zarmoutit,sadden [ˈsæd.ən]
svést,seduce [sɪˈdʒuːs]
Shadory,shadowy [ˈʃæd.əʊ.i]
Shun,shun [ʃʌn]
hřebec,stallion [ˈstæl.jən]
nevlastní otec,stepfather [ˈstepˌfɑː.ðər]
uškrtit,strangle [ˈstræŋ.ɡəl]
syntetizovat,synthesize [ˈsɪn.θə.saɪz]
gobelín,tapestry [ˈtæp.ɪ.stri]
něha,tenderness [ˈten.də.nəs]
Tester,tester [ˈtes.tər]
bodlák,thistle [ˈθɪs.əl]
miniatura,thumbnail [ˈθʌm.neɪl]
šimrání,tickle [ˈtɪk.əl]
trubka,tubular [ˈtʃuː.bjə.lər]
spodní strana,underside [ˈʌn.də.saɪd]
nevzdělaný,uneducated [ʌnˈedʒ.u.keɪ.tɪd]
vyložit,unload [ʌnˈləʊd]
údržba,upkeep [ˈʌp.kiːp]
urna,urn [ɜːn]
bdění,vigil [ˈvɪdʒ.əl]
volej,volley [ˈvɒl.i]
vřele,warmly [ˈwɔːm.li]
zvlněný,wavy [ˈweɪ.vi]
Whew,whew [fhjuː]
vichřice,whirlwind [ˈwɜːl.wɪnd]
toužit,yearn [jɜːn]
aristokratický,aristocratic [ˌær.ɪ.stəˈkræt.ɪk]
aroma,aroma [əˈrəʊ.mə]
Arsen,arsenic [ˈɑː.sən.ɪk]
podporovatel,backer [ˈbæk.ər]
žebrák,beggar [ˈbeɡ.ər]
biologicky,biologically [ˌbaɪ.əˈlɒdʒ.ɪ.kəl.i]
ustoupit,budge [bʌdʒ]
podvodník,cheater [ˈtʃiː.tər]
vliv,clout [klaʊt]
komický,comical [ˈkɒm.ɪ.kəl]
pamětní,commemorative [kəˈmem.ər.ə.tɪv]
Konfederace,confederacy [kənˈfed.ər.ə.si]
sbližovat,converge [kənˈvɜːdʒ]
otřepaný,corny [ˈkɔː.ni]
krajan,countryman [ˈkʌn.tri.mən]
kelímek,crucible [ˈkruː.sɪ.bəl]
kryptický,cryptic [ˈkrɪp.tɪk]
pilný,diligent [ˈdɪl.ɪ.dʒənt]
rozeznat,discern [dɪˈsɜːn]
Domino,domino [ˈdɒm.ɪ.nəʊ]
downgrade,downgrade [ˌdaʊnˈɡreɪd]
zasněný,dreamy [ˈdriː.mi]
zmáčet,drench [drentʃ]
hnůj,dung [dʌŋ]
výdělek,earner [ˈɜː.nər]
úhoř,eel [iːl]
Embryonální,embryonic [ˌem.briˈɒn.ɪk]
ohrozit,endanger [ɪnˈdeɪn.dʒər]
fanatik,fanatic [fəˈnæt.ɪk]
fragmentace,fragmentation [ˌfræɡ.menˈteɪ.ʃən]
holčičí,girly [ˈɡɜː.li]
Glam,glam [ɡlæm]
velebit,glorify [ˈɡlɔː.rɪ.faɪ]
elegantně,gracefully [ˈɡreɪs.fəl.i]
Gubernatorial,gubernatorial [ˌɡuː.bən.əˈtɔː.ri.əl]
hloh,hawthorn [ˈhɔː.θɔːn]
poklad,hoard [hɔːd]
horda,horde [hɔːd]
imp,imp [ɪmp]
implicitně,implicitly [ɪmˈplɪs.ɪt.li]
vynalézavost,ingenuity [ˌɪn.dʒəˈnjuː.ə.ti]
anorganické,inorganic [ˌɪn.ɔːˈɡæn.ɪk]
střevo,intestine [ɪnˈtes.tɪn]
itinerář,itinerary [aɪˈtɪn.ər.ər.i]
Žonglování,juggling [ˈdʒʌɡ.lɪŋ]
krajkový,lacy [ˈleɪ.si]
doupě,lair [leər]
neživý,lifeless [ˈlaɪf.ləs]
záchranné lano,lifeline [ˈlaɪf.laɪn]
lobbista,lobbyist [ˈlɒb.i.ɪst]
roztomilý,lovable [ˈlʌv.ə.bəl]
mani,mani [ˌmæn.iˈped.i]
moot,moot [muːt]
mlhovina,nebula [ˈneb.jə.lə]
neurologie,neurology [njʊəˈrɒl.ə.dʒi]
čolek,newt [njuːt]
pozemní,overland [ˈəʊ.və.lænd]
