hřeben,comb [koʊm]
neúměrně,disproportionately [ˌdɪs.prəˈpɔːr.ʃən.ət.li]
smirek,emery [ˈem.ɚ.i]
účastník,entrant [ˈen.trənt]
pochmurný,errand [ˈer.ənd]
přehánění,exaggeration [ɪɡˌzædʒ.əˈreɪ.ʃən]
vyčerpávající,exhaustive [ɪɡˈzɑː.stɪv]
exponenciálně,exponentially [ˌek.spoʊˈnen.ʃəl.i]
vývozce,exporter [ɪkˈspɔːr.t̬ɚ]
navenek,externally [ɪkˈstɝː.nəl.i]
kvašení,fermentation [ˌfɝː.menˈteɪ.ʃən]
fiasko,fiasco [fiˈæs.koʊ]
patnáctý,fifteenth [ˌfɪfˈtiːnθ]
zděšení,fright [fraɪt]
plodný,fruitful [ˈfruːt.fəl]
žluč,gall [ɡɑːl]
žaludeční,gastric [ˈɡæs.trɪk]
spěšně,hastily [ˈheɪ.stəl.i]
horizontálně,horizontally [ˌhɔːr.ɪˈzɑːn.t̬əl.i]
škodlivé,hurtful [ˈhɝːt.fəl]
nepřístupný,inaccessible [ˌɪn.əkˈses.ə.bəl]
peklo,inferno [ɪnˈfɝː.noʊ]
džbán,jug [dʒʌɡ]
listová,leafy [ˈliː.fi]
lalok,lobe [loʊb]
loo,loo [luː]
vynechání,omission [oʊˈmɪʃ.ən]
orchidej,orchid [ˈɔːr.kɪd]
předjet,overtake [ˌoʊ.vɚˈteɪk]
rašelina,peat [piːt]
obvod,periphery [pəˈrɪf.ɚ.i]
předehra,prelude [ˈprel.juːd]
předplatit,prepay [ˌpriːˈpeɪ]
kněžství,priesthood [ˈpriːst.hʊd]
trest,punishable [ˈpʌn.ɪ.ʃə.bəl]
žací stroj,reaper [ˈriː.pɚ]
satanský,satanic [səˈtæn.ɪk]
vonné,scented [ˈsen.t̬ɪd]
skleróza,sclerosis [skləˈroʊ.sɪs]
nesobecký,selfless [ˈself.ləs]
klid,serenity [səˈren.ə.t̬i]
stínování,shading [ʃeɪd]
Pozorování,sighting [ˈsaɪ.t̬ɪŋ]
sonar,sonar [ˈsoʊ.nɑːr]
plivat,spat [spæt]
stabilizace,stabilization [ˌsteɪ.bəl.əˈzeɪ.ʃən]
škrob,starch [stɑːrtʃ]
kamenný,stony [ˈstoʊ.ni]
jemně,subtly [ˈsʌt̬.əl.i]
Surfer,surfer [ˈsɝː.fɚ]
Taj,taj [/kəˈlæb.ə.reɪt/]
kužel,taper [ˈteɪ.pɚ]
čajová lžička,teaspoon [ˈtiː.spuːn]
překlep,typo [ˈtaɪ.poʊ]
nerovnoměrné,unequal [ʌnˈiː.kwəl]
nevyřešeno,unresolved [ˌʌn.rɪˈzɑːlvd]
nespecifikován,unspecified [ʌnˈspes.ə.faɪd]
vyklidit,vacate [vəˈkeɪt]
vafle,waffle [ˈwɑː.fəl]
válečná loď,warship [ˈwɔːr.ʃɪp]
Vinařství,winery [ˈwaɪ.nɚ.i]
soudní příkaz,writ [rɪt]
zip,zipper [ˈzɪp.ɚ]
protivník,adversary [ˈæd.vɚ.ser.i]
postihnout,afflict [əˈflɪkt]
Letiště,airfield [ˈer.fiːld]
odcizit,alienate [ˈeɪ.li.ə.neɪt]
zjistit,ascertain [ˌæs.ɚˈteɪn]
uvěřitelný,believable [bɪˈliː.və.bəl]
hořce,bitterly [ˈbɪt̬.ɚ.li]
doupě,burrow [ˈbɝː.oʊ]
Cairn,cairn [kern]
cello,cello [ˈtʃel.oʊ]
Chariot,chariot [ˈtʃer.i.ət]
cholera,cholera [ˈkɑː.lɚ.ə]
skoba,clinch [klɪntʃ]
srážka,collide [kəˈlaɪd]
nutkavé,compulsive [kəmˈpʌl.sɪv]
kongenitální,congenital [kənˈdʒen.ə.t̬əl]
vykládat,construe [kənˈstruː]
konzulární,consular [ˈkɑːn.sjə.lɚ]
nápravné,corrective [kəˈrek.tɪv]
Drob,crumble [ˈkrʌm.bəl]
klátit,dangle [ˈdæŋ.ɡəl]
opovážlivec,daredevil [ˈdeərˌdev·əl]
decentralizovat,decentralize [ˌdiːˈsen.trə.laɪz]
rozpor,discrepancy [dɪˈskrep.ən.si]
Myčka nádobí,dishwasher [ˈdɪʃˌwɑː.ʃɚ]
čmáranice,doodle [ˈduː.dəl]
dokumentace,dossier [ˈdɑː.si.eɪ]
obchodník s textilem,draper [ˈdreɪ.pɚ]
vymýtit,eradicate [ɪˈræd.ɪ.keɪt]
vydírání,extortion [ɪkˈstɔːr.ʃən]
divoký,feral [ˈfer.əl]
velkoryse,generously [ˈdʒen.ər.əs.li]
hangár,hangar [ˈhæŋ.ɚ]
unáhlený,hasty [ˈheɪ.sti]
hospodyně,housekeeper [ˈhaʊsˌkiː.pɚ]
chraplavý,husky [ˈhʌs.ki]
napodobit,imitate [ˈɪm.ə.teɪt]
nedokonalost,imperfection [ˌɪm.pɚˈfek.ʃən]
nepravděpodobný,improbable [ɪmˈprɑː.bə.bəl]
uvěznit,incarcerate [ɪnˈkɑːr.sə.reɪt]
nezpůsobilé,ineligible [ˌɪnˈel.ɪ.dʒə.bəl]
infuze,infusion [ɪnˈfjuː.ʒən]
žurnalistika,journalistic [ˌdʒɝː.nəˈlɪs.tɪk]
lordstvo,lordship [ˈlɔːrd.ʃɪp]
mahagon,mahogany [məˈhɑː.ɡən.i]
porucha,malfunction [ˌmælˈfʌŋk.ʃən]
výrazně,markedly [ˈmɑːr.kɪd.li]
prostředník,mediator [ˈmiː.di.eɪ.t̬ɚ]
oblíbenec,minion [ˈmɪn.jən]
Mirage,mirage [mɪˈrɑːʒ]
výsměch,mockery [ˈmɑː.kɚ.i]
modulace,modulation [ˌmɑː.dʒəˈleɪ.ʃən]
motorista,motorist [ˈmoʊ.t̬ɚ.ɪst]
vyprávět,narrate [nəˈreɪt]
navigátor,navigator [ˈnæv.ə.ɡeɪ.t̬ɚ]
slavík,nightingale [ˈnaɪ.t̬ɪŋ.ɡeɪl]
Nuke,nuke [nuːk]
okultní,occult [ˈɑː.kʌlt]
kolmý,perpendicular [ˌpɝː.pənˈdɪk.juː.lɚ]
postava,physique [fɪˈziːk]
znečišťující látka,pollutant [pəˈluː.t̬ənt]
dovedný,proficient [prəˈfɪʃ.ənt]
interpunkce,punctuation [ˌpʌŋk.tʃuˈeɪ.ʃən]
Čištění,purification [ˌpjʊr.ə.fəˈkeɪ.ʃən]
Výbor,purport [pɝːˈpɔːrt]
rozvětvení,ramification [ˌræm.ə.fəˈkeɪ.ʃən]
čitelný,readable [ˈriː.də.bəl]
Poškození,recourse [ˈriː.kɔːrs]
režim,regimen [ˈredʒ.ə.mən]
odnímatelné,removable [rɪˈmuː.və.bəl]
retrospekt,retrospect [ˈret.rə.spekt]
zátah,roundup [ˈrɑʊndˌʌp]
sekvenční,sequential [sɪˈkwen.ʃəl]
páchnoucí,smelly [ˈsmel.i]
specializace,specialization [ˌspeʃ.ə.ləˈzeɪ.ʃən]
duchovně,spiritually [ˈspɪr.ə.tʃu.ə.li]
sporadický,sporadic [spəˈræd.ɪk]
papírnictví,stationery [ˈsteɪ.ʃə.ner.i]
Tending,tending [tend]
Truss,truss [trʌs]
hadice,tubing [ˈtuː.bɪŋ]
twat,twat [Výskyt nenalezen]
nepřiměřené,undue [ʌnˈduː]
odborář,unionist [ˈjuːnjənɪst]
nechráněný,unprotected [ˌʌn.prəˈtek.tɪd]
znepokojující,unsettling [ʌnˈset̬.əl.ɪŋ]
upscale,upscale [ˈʌp.skeɪl]
šílený,wacky [ˈwæk.i]
nositelné,wearable [ˈwer.ə.bəl]
trosky,wreckage [ˈrek.ɪdʒ]
neoblomný,adamant [ˈæd.ə.mənt]
přidělovat,allot [əˈlɑːt]
amplituda,amplitude [ˈæm.plə.tuːd]
analog,analogue [ˈæn.ə.lɑːɡ]
opatřit poznámkami,annotate [ˈæn.ə.teɪt]
archivační,archival [ˌɑːrˈkaɪ.vəl]
vroucí,ardent [ˈɑːr.dənt]
test,assay [æsˈeɪ]
roztříděný,assorted [əˈsɔːr.t̬ɪd]
badminton,badminton [ˈbæd.mɪn.tən]
podloží,bedrock [ˈbed.rɑːk]
směle,boldly [ˈboʊld.li]
křehký,brittle [ˈbrɪt̬.əl]
levně,cheaply [ˈtʃiːp.li]
horolezec,climber [ˈklaɪ.mɚ]
dřevák,clog [klɑːɡ]
soudržnost,cohesion [koʊˈhiː.ʒən]
potrubí,conduit [ˈkɑːn.duː.ɪt]
omezení,constraint [kənˈstreɪnt]
vyvrcholit,culminate [ˈkʌl.mə.neɪt]
desetinný,decimal [ˈdes.ə.məl]
defenzivně,defensively [dɪˈfen.sɪv.li]
zaniklý,defunct [dɪˈfʌŋkt]
demonstrátor,demonstrator [ˈdem.ən.streɪ.t̬ɚ]
šířit,diffuse [dɪˈfjuːz]
důstojný,dignified [ˈdɪɡ.nə.faɪd]
nesouhlas,disapproval [ˌdɪs.əˈpruː.vəl]
neposlušnost,disobedience [ˌdɪs.əˈbiː.di.əns]
snílek,dreamer [ˈdriː.mɚ]
emancipace,emancipation [iˌmæn.səˈpeɪ.ʃən]
entropie,entropy [ˈen.trə.pi]
ztělesnění,epitome [ɪˈpɪt̬.ə.mi]
vydání,extradition [ˌek.strəˈdɪʃ.ən]
zrak,eyesight [ˈaɪ.saɪt]
nálezce,finder [ˈfaɪn.dɚ]
rybí,fishy [ˈfɪʃ.i]
předloktí,forearm [ˈfɔːr.ɑːrm]
křehké,frail [freɪl]
roztřídit,fray [freɪ]
generační,generational [ˌdʒen.əˈreɪ.ʃən.əl]
zlatá rybka,goldfish [ˈɡoʊld.fɪʃ]
grizzly,grizzly [ˈɡrɪz.li]
groteskní,grotesque [ɡroʊˈtesk]
halucinace,hallucination [həˌluː.səˈneɪ.ʃən]
Hrozný,horrid [ˈhɔːr.ɪd]
nepraktický,impractical [ɪmˈpræk.tɪ.kəl]
zaměnitelné,interchangeable [ˌɪn.t̬ɚˈtʃeɪn.dʒə.bəl]
nevratné,irreversible [ˌɪr.əˈvɝː.sə.bəl]
nezákonný,lawless [ˈlɑː.ləs]
legalizovat,legalize [ˈliː.ɡəl.aɪz]
Legging,legging [ˈdɑːɡ.leɡ]
starosta,mayoral [ˈmeɪ.ɚ.əl]
směs,medley [ˈmed.li]
žoldák,mercenary [ˈmɝː.sən.ri]
objektivně,objectively [əbˈdʒek.tɪv.li]
Pap,pap [pæp]
postgraduální,postgraduate [ˌpoʊstˈɡrædʒ.u.ət]
Potíže,predicament [prəˈdɪk.ə.mənt]
převládající,predominant [prɪˈdɑː.mə.nənt]
přísloví,proverb [ˈprɑː.vɝːb]
recitál,recital [rɪˈsaɪ.t̬əl]
recitovat,recite [rɪˈsaɪt]
počítat,reckoning [ˈrek.ən.ɪŋ]
vzpomínka,recollection [ˌrek.əˈlek.ʃən]
Zdokonalit,refine [rɪˈfaɪn]
opakovat,reiterate [riˈɪt̬.ɚ.eɪt]
další prodej,resale [ˈriːˌseɪl]
znovudobytí,retake [ˌriːˈteɪk]
Rýn,rhine [ˌmjuː.sə.raɪn.ɪˈsɪl]
růžový,rosy [ˈroʊ.zi]
prasknutí,rupture [ˈrʌp.tʃɚ]
skandální,scandalous [ˈskæn.dəl.əs]
bezpečně,securely [səˈkjʊr.li]
Shabby,shabby [ˈʃæb.i]
sinus,sinus [ˈsaɪ.nəs]
smyk,skid [skɪd]
útěcha,solace [ˈsɑː.lɪs]
výprask,spanking [ˈspæŋ.kɪŋ]
tříska,splinter [ˈsplɪn.t̬ɚ]
zeman,squire [skwaɪr]
standout,standout [ˈstænd.aʊt]
Plavky,swimsuit [ˈswɪm.suːt]
symetrický,symmetrical [sɪˈmet.rɪ.kəl]
Tam,tam [tæm]
dráteník,tinker [ˈtɪŋ.kɚ]
topografie,topography [təˈpɑː.ɡrə.fi]
nezamýšlený,unintended [ˌʌn.ɪnˈten.dɪd]
bez posádky,unmanned [ʌnˈmænd]
nevyřešený,unsolved [ˌʌnˈsɑːlvd]
Vychytávání,uptake [ˈʌp.teɪk]
Vantage,vantage [ˈvæn.t̬ɪdʒ]
rozmar,whim [wɪm]
horlivost,zeal [ziːl]
potratit,abort [əˈbɔːrt]
oplývá,abound [əˈbaʊnd]
nepříznivě,adversely [ædˈvɝːs.li]
udivit,astonish [əˈstɑː.nɪʃ]
drzost,audacity [ɑːˈdæs.ə.t̬i]
bendžo,banjo [ˈbæn.dʒoʊ]
barbarský,barbaric [bɑːrˈber.ɪk]
buk,beech [biːtʃ]
Biz,biz [bɪz]
Blower,blower [ˈbloʊ.ɚ]
statečně,bravely [ˈbreɪv.li]
čárka,comma [ˈkɑː.mə]
kompetence,competency [ˈkɑːm.pə.t̬ən.si]
rozkrok,crotch [krɑːtʃ]
ukřižovat,crucify [ˈkruː.sə.faɪ]
resortní,departmental [ˌdiː.pɑːrtˈmen.t̬əl]
sesadit,depose [dɪˈpoʊz]
dialýza,dialysis [daɪˈæl.ə.sɪs]
divizní,divisional [dɪˈvɪʒ.ən.əl]
dogma,dogma [ˈdɑːɡ.mə]
prázdnota,emptiness [ˈemp.ti.nəs]
prapor,ensign [ˈen.sən]
vyvolat,evoke [ɪˈvoʊk]
věrně,faithfully [ˈfeɪθ.fəl.i]
kapradina,fern [fɝːn]
prst,fingertip [ˈfɪŋ.ɡɚ.tɪp]
palebná síla,firepower [ˈfaɪr.paʊ.ɚ]
fixace,fixation [fɪkˈseɪ.ʃən]
Fret,fret [fret]
uspokojení,gratification [ˌɡræt̬.ə.fəˈkeɪ.ʃən]
příšerný,gruesome [ˈɡruː.səm]
tvrdě,harshly [ˈhɑːrʃ.li]
hydrát,hydrate [ˈhaɪ.dreɪt]
představitelné,imaginable [ɪˈmædʒ.ə.nə.bəl]
impuls,impetus [ˈɪm.pə.t̬əs]
impulsivní,impulsive [ɪmˈpʌl.sɪv]
kadidlo,incense [ˈɪn.sens]
nelidský,inhuman [ɪnˈhjuː.mən]
faktura,invoice [ˈɪn.vɔɪs]
latentní,latent [ˈleɪ.tənt]
neomezený,limitless [ˈlɪm.ɪt.ləs]
gramotný,literate [ˈlɪt̬.ɚ.ət]
pokorný,lowly [ˈloʊ.li]
Lucid,lucid [ˈluː.sɪd]
milosrdný,merciful [ˈmɝː.sɪ.fəl]
trpasličí,midget [ˈmɪdʒ·ɪt]
porodní asistentka,midwife [ˈmɪd.waɪf]
dezinformace,misinformation [ˌmɪs.ɪn.fɚˈmeɪ.ʃən]
mobilizace,mobilization [ˌmoʊ.bəl.əˈzeɪ.ʃən]
monolog,monologue [ˈmɑː.nə.lɑːɡ]
hudebně,musically [ˈmjuː.zɪ.kəl.i]
vzpoura,mutiny [ˈmjuː.tən.i]
večer,nighttime [ˈnaɪt.taɪm]
nelineární,nonlinear [ˌnɑːnˈlɪn.i.ɚ]
normalizovat,normalize [ˈnɔːr.mə.laɪz]
převážit,outweigh [ˌaʊtˈweɪ]
Parazitární,parasitic [ˌper.əˈsɪt̬.ɪk]
petržel,parsley [ˈpɑːr.sli]
kyvadlo,pendulum [ˈpen.dʒəl.əm]
Picket,picket [ˈpɪk.ɪt]
poignant,poignant [ˈpɔɪ.njənt]
obrna,polio [ˈpoʊ.li.oʊ]
Potence,potency [ˈpoʊ.t̬ənt.si]
nejisté,precarious [prɪˈker.i.əs]
záminka,pretext [ˈpriː.tekst]
kuriózní,quaint [kweɪnt]
mýval,raccoon [rækˈuːn]
ujištění,reassurance [ˌriː.əˈʃʊr.əns]
Přerozdělení,redistribution [ˌriː.dɪs.trəˈbjuː.ʃən]
bohatě,richly [ˈrɪtʃ.li]
spořič,saver [ˈseɪ.vɚ]
secese,secession [sɪsˈeʃ.ən]
sektářský,sectarian [sekˈter.i.ən]
semenné,seminal [ˈsem.ə.nəl]
klidný,serene [səˈriːn]
loděnice,shipyard [ˈʃɪp.jɑːrd]
oxid křemičitý,silica [ˈsɪl.ɪ.kə]
vřít,simmer [ˈsɪm.ɚ]
zádrhel,snag [snæɡ]
sofistikovanost,sophistication [səˌfɪs.təˈkeɪ.ʃən]
narovnat,straighten [ˈstreɪ.ən]
stříkačka,syringe [səˈrɪndʒ]
Tenké,thinly [ˈθɪn.li]
nádech,tint [tɪnt]
vozit,tote [toʊt]
příčný,transverse [trænsˈvɝːs]
Chvění se,tremble [ˈtrem.bəl]
Vylepšení,tweak [twiːk]
unisono,unison [ˈjuː.nə.sən]
nepřipravený,unprepared [ˌʌn.prɪˈperd]
neomezený,unrestricted [ˌʌn.rɪˈstrɪk.t̬ɪd]
nevhodný,unsuitable [ʌnˈsuː.t̬ə.bəl]
nemyslitelné,unthinkable [ʌnˈθɪŋ.kə.bəl]
Vzestup,uplift [ˈʌp.lɪft]
ctihodný,venerable [ˈven.ər.ə.bəl]
vizualizovat,visualize [ˈvɪʒ.u.əl.aɪz]
úzkost,angst [ɑːŋst]
apatie,apathy [ˈæp.ə.θi]
řemeslník,artisan [ˈɑːr.t̬ə.zən]
Sortiment,assortment [əˈsɔːrt.mənt]
prokletí,bane [beɪn]
ptáček,birdie [ˈbɝː.di]
Bison,bison [ˈbaɪ.sən]
kovář,blacksmith [ˈblæk.smɪθ]
bordel,brothel [ˈbrɑː.θəl]
táborník,camper [ˈkæm.pɚ]
chrupavka,cartilage [ˈkɑːr.t̬əl.ɪdʒ]
rakev,casket [ˈkæs.kɪt]
čistota,cleanliness [ˈklen.li.nəs]
koncert,concerto [kənˈtʃer.t̬oʊ]
současně,concurrently [kənˈkɝː.ənt.li]
antikoncepce,contraception [ˌkɑːn.trəˈsep.ʃən]
konvexní,convex [ˈkɑːn.veks]
krčit se,crouch [kraʊtʃ]
vyvrcholení,culmination [ˌkʌl.məˈneɪ.ʃən]
Dank,dank [dæŋk]
rozklad,decomposition [ˌdiː.kɑːm.pəˈzɪʃ.ən]
dehydrát,dehydrate [ˌdiː.haɪˈdreɪt]
újma,detriment [ˈdet.rə.mənt]
diskreční,discretionary [dɪˈskreʃ.ən.er.i]
tristní,dismal [ˈdɪz.məl]
zděšení,dismay [dɪˈsmeɪ]
nesourodý,disparate [ˈdɪs.pɚ.ət]
šíření,dissemination [dɪˌsem.əˈneɪ.ʃən]
domácí,domestically [dəˈmes.tɪ.kəl.i]
volič,elector [ɪˈlek.tɚ]
elektrikář,electrician [ɪˌlekˈtrɪʃ.ən]
rovník,equator [ɪˈkweɪ.t̬ɚ]
ústí,estuary [ˈes.tu.er.i]
leptat,etch [etʃ]
věčně,eternally [ɪˈtɝː.nəl.i]
ovce,ewe [juː]
spotřební daň,excise [ˈek.saɪz]
aspekt,facet [ˈfæs.ət]
výstřelek,fad [fæd]
energicky,forcefully [ˈfɔːrs.fəl.i]
popředí,foreground [ˈfɔːr.ɡraʊnd]
zamračený,frown [fraʊn]
ovocný,fruity [ˈfruː.t̬i]
zbožné,godly [ˈɡɑːd.li]
slabina,groin [ɡrɔɪn]
střelný prach,gunpowder [ˈɡʌnˌpaʊ.dɚ]
spirála,helix [ˈhiː.lɪks]
sršeň,hornet [ˈhɔːr.nət]
výt,howl [haʊl]
nevěra,infidelity [ˌɪn.fəˈdel.ə.t̬i]
vynalézavá,inventive [ɪnˈven.t̬ɪv]
inverze,inversion [ɪnˈvɝː.ʒən]
zručnost,knack [næk]
košer,kosher [ˈkoʊ.ʃɚ]
likvidace,liquidation [ˌlɪk.wəˈdeɪ.ʃən]
zeměpisná délka,longitude [ˈlɑːn.dʒə.tuːd]
maestro,maestro [ˈmaɪ.stroʊ]
přemýšlet,meditate [ˈmed.ə.teɪt]
morbidní,morbid [ˈmɔːr.bɪd]
násobení,multiplication [ˌmʌl.tə.pləˈkeɪ.ʃən]
záhadně,mysteriously [mɪˈstɪr.i.əs.li]
literatura faktu,nonfiction [ˌnɑːnˈfɪk.ʃən]
odstín,nuance [ˈnuː.ɑːns]
koule,orb [ɔːrb]
orchestrální,orchestral [ɔːrˈkes.trəl]
běžně,ordinarily [ˈɔːr.dən.er.ə.li]
pravoslaví,orthodoxy [ˈɔːr.θə.dɑːk.si]
výpadek,outage [ˈaʊ.t̬ɪdʒ]
otcovský,paternal [pəˈtɝː.nəl]
peleta,pellet [ˈpel.ət]
pánev,pelvis [ˈpel.vɪs]
polarizace,polarization [ˌpoʊ.lɚ.əˈzeɪ.ʃən]
nočníček,potty [ˈpɑː.t̬i]
zaujměte,preoccupy [-ˈɑː.kjuː-]
projektil,projectile [prəˈdʒek.təl]
louže,puddle [ˈpʌd.əl]
nábřeží,quay [kiː]
realista,realist [ˈriː.ə.lɪst]
recepční,receptionist [rɪˈsep.ʃən.ɪst]
náborář,recruiter [rɪˈkruː.tɚ]
Obnovit,reload [ˌriːˈloʊd]
odměna,remuneration [rɪˌmjuː.nəˈreɪ.ʃən]
bohatství,richness [ˈrɪtʃ.nəs]
tajnůstkářský,secretive [ˈsiː.krə.t̬ɪv]
hedvábný,silky [ˈsɪl.ki]
neštovice,smallpox [ˈsmɑːl.pɑːks]
chrápání,snore [snɔːr]
sociologické,sociological [ˌsoʊ.si.əˈlɑː.dʒɪ.kəl]
sorority,sorority [səˈrɔːr.ə.t̬i]
němý,speechless [ˈspiːtʃ.ləs]
výtrus,spore [spɔːr]
želva,tortoise [ˈtɔːr.t̬əs]
tragicky,tragically [ˈtrædʒ.ɪ.kəl.i]
psací stroj,typewriter [ˈtaɪpˌraɪ.t̬ɚ]
pochopitelně,understandably [ˌʌn.dɚˈstæn.də.bli]
nesporný,undisputed [ˌʌn.dɪˈspjuː.t̬ɪd]
neprofesionální,unprofessional [ˌʌn.prəˈfeʃ.ən.əl]
viscerální,visceral [ˈvɪs.ər.əl]
živě,vividly [ˈvɪv.ɪd.li]
kroutit,wiggle [ˈwɪɡ.əl]
agregace,aggregation [ˌæɡ.rəˈɡeɪ.ʃən]
Alkalin,alkaline [ˈæl.kəl.aɪn]
protijed,antidote [ˈæn.t̬i.doʊt]
anus,anus [ˈeɪ.nəs]
lukostřelba,archery [ˈɑːr.tʃɚ.i]
arteriální,arterial [ɑːrˈtɪr.i.əl]
chřest,asparagus [əˈsper.ə.ɡəs]
potvrdit,attest [əˈtest]
přitažlivost,attractiveness [əˈtræk.tɪv.nəs]
sluchový,auditory [ˈɑː.də.tɔːr.i]
pomstít,avenge [əˈvendʒ]
averze,aversion [əˈvɝː.ʒən]
trapně,awkwardly [ˈɑː.kwɚd.li]
balzám,balm [bɑːm]
dvouletý,biennial [baɪˈen.i.əl]
kostnatý,bony [ˈboʊ.ni]
rozjasnit,brighten [ˈbraɪ.t̬ən]
dumat,brood [bruːd]
neprůstřelný,bulletproof [ˈbʊl.ɪt.pruːf]
zastavení,cessation [sesˈeɪ.ʃən]
hráč kriketu,cricketer [ˈkrɪk.ɪ.t̬ɚ]
háčkování,crochet [kroʊˈʃeɪ]
cypřiš,cypress [ˈsaɪ.prəs]
Dal,dal [dɑːl]
Dandy,dandy [ˈdæn.di]
spolehlivý,dependable [dɪˈpen.də.bəl]
Emeritus,emeritus [ɪˈmer.ə.t̬əs]
emigrace,emigration [ˌem.əˈɡreɪ.ʃən]
nadšeně,enthusiastically [ɪnˌθuː.ziˈæs.tɪ.kəl.i]
vybagrovat,excavate [ˈek.skə.veɪt]
existující,extant [ekˈstænt]
sáh,fathom [ˈfæð.əm]
snoubenka,fiancee [ˌfiː.ɑːnˈseɪ]
fiktivní,fictitious [fɪkˈtɪʃ.əs]
z první ruky,firsthand [ˌfɝːstˈhænd]
honosně,flashy [ˈflæʃ.i]
Floppy,floppy [ˈflɑː.pi]
fluorid,fluoride [ˈflɔːr.aɪd]
Geologické,geologic [ˌdʒiː.əˈlɑː.dʒɪk]
Heartland,heartland [ˈhɑːrt.lænd]
ježek,hedgehog [ˈhedʒ.hɑːɡ]
ohavný,heinous [ˈheɪ.nəs]
motyka,hoe [hoʊ]
hypnóza,hypnosis [hɪpˈnoʊ.sɪs]
dokonalý,impeccable [ɪmˈpek.ə.bəl]
příchozí,inbound [ˈɪn.baʊnd]
nekonzistence,inconsistency [ˌɪn.kənˈsɪs.tən.si]
odvození,inference [ˈɪn.fɚ.əns]
infiltrovat,infiltrate [ˈɪn.fɪl.treɪt]
nafukovací,inflatable [ɪnˈfleɪ.t̬ə.bəl]
inhalovat,inhale [ɪnˈheɪl]
instinktivně,instinctively [ɪnˈstɪŋk.tɪv.li]
propojení,interconnect [ˌɪn.t̬ɚ.kəˈnekt]
intolerantní,intolerant [ɪnˈtɑː.lɚ.ənt]
medúza,jellyfish [ˈdʒel.i.fɪʃ]
džudo,judo [ˈdʒuː.doʊ]
nářek,lament [ləˈment]
Nesprávné praktiky,malpractice [ˌmælˈpræk.tɪs]
manipulativní,manipulative [məˈnɪp.jə.lə.t̬ɪv]
okrajově,marginally [ˈmɑːr.dʒɪ.nəl.i]
mikrobiologie,microbiology [ˌmaɪ.kroʊ.baɪˈɑː.lə.dʒi]
modernost,modernity [mɑːˈdɝː.nə.t̬i]
nektar,nectar [ˈnek.tɚ]
dusičnan,nitrate [ˈnaɪ.treɪt]
pastel,pastel [pæsˈtel]
výplata,payoff [ˈpeɪ.ɑːf]
spáchat,perpetrate [ˈpɝː.pə.treɪt]
pesimistický,pessimistic [ˌpes.əˈmɪs.t̬ɪk]
talíř,platter [ˈplæt̬.ɚ]
Prod,prod [prɑːd]
zázrak,prodigy [ˈprɑː.də.dʒi]
psychoterapie,psychotherapy [ˌsaɪ.koʊˈθer.ə.pi]
vědátor,pundit [ˈpʌn.dɪt]
deka,quilt [kwɪlt]
Realitní kancelář,realtor [ˈriː.əl.tɔːr]
Regency,regency [ˈriː.dʒən.si]
plaz,reptile [ˈrep.taɪl]
SAG,sag [sæɡ]
sauna,sauna [ˈsɑː.nə]
skrumáž,scrum [skrʌm]
sezónně,seasonally [ˈsiː.zən.əl.i]
pomalý,sluggish [ˈslʌɡ.ɪʃ]
slum,slum [slʌm]
drn,sod [sɑd]
jelen,stag [stæɡ]
dupat,stomp [stɑːmp]
poslušný,submissive [səbˈmɪs.ɪv]
pododdíl,subsection [ˈsʌbˌsek.ʃən]
semiš,suede [sweɪd]
Léto,summertime [ˈsʌm.ɚ.taɪm]
tabloid,tabloid [ˈtæb.lɔɪd]
šedozelená,teal [tiːl]
Vrácení,throwback [ˈθroʊ.bæk]
plachý,timid [ˈtɪm.ɪd]
pramínek,trickle [ˈtrɪk.əl]
soubor,troupe [truːp]
tvíd,tweed [twiːd]
ultimatum,ultimatum [ˌʌl.təˈmeɪ.t̬əm]
Uncut,uncut [ʌŋˈkʌt]
nepřetržitý,uninterrupted [ʌnˌɪn.t̬əˈrʌp.tɪd]
Yelp,yelp [jelp]
potvrzení,affirmation [ˌæf.ɚˈmeɪ.ʃən]
hromadit,amass [əˈmæs]
za kus,apiece [əˈpiːs]
uznalý,appreciative [əˈpriː.ʃə.t̬ɪv]
obvaz,bandage [ˈbæn.dɪdʒ]
Bas,bas [bɑːs]
plíseň,blight [blaɪt]
prýmek,braid [breɪd]
větvení,branching [bræntʃ]
boule,bulge [bʌldʒ]
kabaret,cabaret [ˈkæb.ɚ.eɪ]
katétr,catheter [ˈkæθ.ə.t̬ɚ]
centimetr,centimeter [ˈsen.t̬əˌmiː.t̬ɚ]
chemicky,chemically [ˈkem.ɪ.kəl.i]
kinematografie,cinematography [ˌsɪn.ə.məˈtɑː.ɡrə.fi]
náhodou,coincidentally [koʊˌɪn.səˈden.t̬əl.i]
velitel,commandant [ˈkɑː.ən.dænt]
příznivé,conducive [kənˈduː.sɪv]
svědomitý,conscientious [ˌkɑːn.ʃiˈen.ʃəs]
konsensuální,consensual [ˌkɑːnˈsen.sju.əl]
krystalický,crystalline [ˈkrɪs.təl.lən]
kyanid,cyanide [ˈsaɪə.naɪd]
podvod,deceit [dɪˈsiːt]
hanlivé,derogatory [dɪˈrɑː.ɡə.tɔːr.i]
na východ,eastward [ˈiːst.wɚd]
